personID,name
182,Jennifer Lopez
86706,Robert Blake
3139182,Chris Cooper
341055,Joe Grifasi
837175,Skipp Sudduth
488095,Vincent Laresca
890709,Nelson Vasquez
665932,Vincent Patrick
878152,Aida Turturro
665114,Vincent Pastore
1756,Barry Sonnenfeld
237,John Travolta
432,Gene Hackman
623,Rene Russo
362,Danny DeVito
1199,Dennis Farina
5148,Delroy Lindo
1254,James Gandolfini
340973,Jon Gries
698707,Renee Props
1601,David Paymer
762153,Miguel Sandoval
889846,Jacob Vargas
750,Jon Amiel
244,Sigourney Weaver
456,Holly Hunter
551,Dermot Mulroney
1530,William McNamara
1065,Harry Connick Jr.
293422,J.E. Freeman
1599,Will Patton
745232,John Rothman
338686,Bob Greene
1149,Richard Donner
230,Sylvester Stallone
104,Antonio Banderas
194,Julianne Moore
205863,Anatoli Davydov
2901,Muse Watson
746414,Kelly Rowan
224703,Reed Diamond
759207,Victor Salva
5460,Mary Steenburgen
1218,Sean Patrick Flanery
448,Lance Henriksen
156,Jeff Goldblum
807503,Brandon Smith
851348,Bradford Tatum
879073,Susan Tyrrell
187811,Missy Crider
936403,Ray Wise
694112,Esteban Powell
294322,Reed Frerichs
184960,Chad Cox
1214,Mike Figgis
115,Nicolas Cage
223,Elisabeth Shue
1696,Julian Sands
507663,Richard Lewis
3551891,Steven Weber
11128,Kim Adams
698346,Emily Procter
420,Valeria Golino
65320,Graham Beckel
376318,Albert Henderson
508,Carey Lowell
465664,Thomas Kopache
2711521,Oliver Parker
401,Laurence Fishburne
1393,Irène Jacob
110,Kenneth Branagh
662511,Nathaniel Parker
540585,Michael Maloney
268297,Nicholas Farrell
790688,Michael Sheen
275213,Gabriele Ferzetti
889005,Pierre Vaneck
322128,Lesli Linka Glatter
207,Christina Ricci
5280,Rosie O'Donnell
301,Thora Birch
429,Melanie Griffith
451,Gaby Hoffmann
193,Demi Moore
1854,Rita Wilson
1701,Devon Sawa
1458,Cloris Leachman
357,Lolita Davidovich
413,Janeane Garofalo
279,Hank Azaria
1372,Bonnie Hunt
1988,Marc Caro
466,Jean-Pierre Jeunet
579,Ron Perlman
256399,Daniel Emilfork
900136,Judith Vittet
684500,Dominique Pinon
237835,Jean-Claude Dreyfus
581014,Serge Merlin
749363,Rufus
390458,Ticky Holgado
303574,Mapi Galán
955443,Yimou Zhang
84,Li Gong
508349,Baotian Li
944507,Xiaoxiao Wang
508554,Xuejian Li
161158,Chun Sun
80773,Biao Fu
4772018,Shu Chen
514950,Jiang Liu
7416348,Ying Gao
808807,John N. Smith
201,Michelle Pfeiffer
1169,George Dzundza
5524,Courtney B. Vance
862,Robin Bartlett
627453,John Neville
5501,Lorraine Toussaint
231546,Wade Dominguez
364781,Bruklin Harris
857304,Marcello Thedford
416,Terry Gilliam
577828,Joseph Melito
246,Bruce Willis
781218,Jon Seda
2941078,Simon Jones
713209,Bill Raymond
820788,Irma St. Paule
656,Madeleine Stowe
456705,Bruce Kirkpatrick
3088,Chris Noonan
4815,Christine Cavanaugh
546816,Miriam Margolyes
542706,Danny Mann
915989,Hugo Weaving
283565,Miriam Flynn
853122,Russi Taylor
7373494,Paul Livingston
1975,Roscoe Lee Browne
342,James Cromwell
844294,Magda Szubanski
3656099,Christopher Hampton
668,Emma Thompson
596,Jonathan Pryce
905357,Steven Waddington
922335,Samuel West
1722,Rufus Sewell
934362,Penelope Wilton
5216,Janet McTeer
90050,Peter Blythe
562,Jeremy Northam
5094,Alex Kingston
166678,Richard Clifford
752379,David Ryall
101540,Stephen Boxer
209,Tim Robbins
215,Susan Sarandon
576,Sean Penn
698764,Robert Prosky
855,Raymond J. Barry
388,R. Lee Ermey
922927,Celia Weston
809135,Lois Smith
2227791,Scott Wilson
561809,Roberta Maxwell
553269,Margo Martindale
382263,Barton Heyman
33068,Ray Aranha
683978,Larry Pine
2132,Amy Heckerling
224,Alicia Silverstone
1107,Stacey Dash
5261,Brittany Murphy
748620,Paul Rudd
265668,Donald Faison
232975,Elisa Donovan
5227,Breckin Meyer
5438,Jeremy Sisto
445,Dan Hedaya
1728,Wallace Shawn
135245,Twink Caplan
907915,Justin Walker
518644,Richard Loncraine
2542566,Christopher Bowen
223266,Edward Jewesbury
5212,Ian McKellen
665474,Bill Paterson
906,Annette Bening
939801,John Wood
1329,Nigel Hawthorne
1749,Maggie Smith
375,Robert Downey Jr.
570570,Tim McInnerny
141697,Jim Carter
400436,Albert Hughes
400441,Allen Hughes
5478,Larenz Tate
202966,Keith David
676,Chris Tucker
135585,Freddy Rodríguez
942668,N'Bushe Wright
681782,James Pickens Jr.
507338,Jenifer Lewis
694066,Clifton Powell
735300,Elizabeth Rodriguez
5024,Terrence Howard
2606885,Ryan Williams
566770,Larry McCoy
1355,Michael Hoffman
375,Robert Downey Jr.
554,Sam Neill
667,David Thewlis
908116,Polly Walker
212,Meg Ryan
5212,Ian McKellen
424,Hugh Grant
504675,Mark Letheren
304564,David Gant
926368,Benjamin Whitrow
27271,Paul W.S. Anderson
483,Christopher Lambert
795225,Robin Shou
798,Linden Ashby
846480,Cary-Hiroyuki Tagawa
933098,Bridgette Wilson-Sampras
650,Talisa Soto
323845,Trevor Goddard
677562,François Petit
177455,Keith Cooke
297801,John Fujioka
1814,Gus Van Sant
173,Nicole Kidman
369,Matt Dillon
1618,Joaquin Phoenix
729,Casey Affleck
1152,Illeana Douglas
284315,Alison Folland
445,Dan Hedaya
1431,Wayne Knight
1748,Kurtwood Smith
852466,Holland Taylor
5503,Susan Traylor
875698,Maria Tucci
394434,Tim Hopper
728346,Michael Rispoli
377750,Buck Henry
602104,Jocelyn Moorhouse
185644,Kaelynn Craddick
1009,Kate Capshaw
284,Adam Baldwin
213,Winona Ryder
551,Dermot Mulroney
995,Ellen Burstyn
843,Anne Bancroft
29723,Maya Angelou
5569,Alfre Woodard
809135,Lois Smith
1739,Jean Simmons
625075,Kate Nelligan
1800,Rip Torn
399,David Fincher
151,Morgan Freeman
1825,Andrew Kevin Walker
93,Brad Pitt
569,Gwyneth Paltrow
144307,John Cassini
1741455,Peter Crombie
146146,Reg E. Cathey
388,R. Lee Ermey
401352,Endre Hules
416551,Hawthorne James
203523,William Davidson
172174,Bob Collins
300265,Mike Gabriel
325196,Eric Goldberg
48589,Joe Baker
288,Christian Bale
65942,Irene Bedard
175262,Billy Connolly
154,Mel Gibson
1373,Linda Hunt
440885,John Kassir
474122,Judy Kuhn
542706,Danny Mann
575184,Russell Means
1773,David Ogden Stiers
820667,Michelle St. John
867588,Gordon Tootoosis
919798,Frank Welker
1741,Bryan Singer
286,Stephen Baldwin
321,Gabriel Byrne
1125,Benicio Del Toro
1629,Kevin Pollak
228,Kevin Spacey
1590,Chazz Palminteri
592,Pete Postlethwaite
751,Suzy Amis
2064,Giancarlo Esposito
445,Dan Hedaya
4080592,Paul Bartel
107808,Carl Bressler
261452,Christine Estabrook
95,Woody Allen
86322,Pamela Blair
147503,Rene Ceballos
209340,George De La Pena
269658,Denise Faye
2419872,Christopher Nelson
786120,Valda Setterfield
805965,Holly Goldberg Sloan
430,Steve Guttenberg
1882,Olivia d'Abo
761587,Jay O. Sanders
856012,John Terry
503140,Chauncey Leopardi
719606,Patrick Renna
34976,Yareli Arizmendi
355379,Bug Hall
112890,Jordan Brower
149,Jodie Foster
456,Holly Hunter
375,Robert Downey Jr.
843,Anne Bancroft
1164,Charles Durning
1518,Dylan McDermott
1036,Geraldine Chaplin
430,Steve Guttenberg
828906,Cynthia Stevenson
132,Claire Danes
241033,Zack Duhame
671721,Austin Pendleton
657,David Strathairn
1865,Amy Yasbeck
705535,Michael Radford
873385,Massimo Troisi
634159,Philippe Noiret
873385,Massimo Troisi
2029,Maria Grazia Cucinotta
769237,Renato Scarpa
813169,Sergio Solli
93718,Anna Bonaiuto
568,Frank Oz
769136,Hal Scardino
514342,Litefoot
1080,Lindsay Crouse
420955,Richard Jenkins
176869,Steve Coogan
1418,David Keith
415529,Sakina Jaffrey
440229,Vincent Kartheiser
785594,Nestor Serrano
772259,John Schlesinger
398,Sally Field
438,Ed Harris
122466,Olivia Burnette
477363,Alexandra Kyle
662,Kiefer Sutherland
1505,Joe Mantegna
350,Beverly D'Angelo
488970,Darrell Larson
1311,Philip Baker Hall
202966,Keith David
10349,Wanda Acuna
729060,Geoffrey Rivas
1734,Armin Shimerman
378893,Stephen Herek
377,Richard Dreyfuss
444,Glenne Headly
858988,Jay Thomas
1156,Olympia Dukakis
513,William H. Macy
1860,Alicia Witt
5024,Terrence Howard
446465,Jean Louisa Kelly
101692,Alexandra Boyd
8936742,Joseph Anderson
622085,Anthony Natale
322306,Joanna Gleason
54077,Paris Barclay
915465,Shawn Wayans
5541,Marlon Wayans
429385,Tracey Cherelle Jones
552385,Helen Martin
55629,Isaiah Barnes
851159,Lahmard J. Tate
5540,Keenen Ivory Wayans
915460,Craig Wayans
8939632,Joe Scott
915462,Kim Wayans
71611,Bill Bennett
1459,Denis Leary
113,Sandra Bullock
226820,Stephen Dillane
1433,Yaphet Kotto
823563,Mike Starr
6958,Jonathan Tucker
733500,Wayne Robson
45937,Michael Badalucco
164873,Lenny Clarke
750320,Sean Runnette
89176,Jason Bloom
40472,William Atherton
236225,Denise Dowse
866381,Dara Tomanovich
1541,Kylie Minogue
1736,Pauly Shore
286,Stephen Baldwin
725,Joey Lauren Adams
372553,Patricia Hearst
2099,Henry Gibson
192942,Brian Hayes Currie
594569,Courtney Mizel
542752,Farhad Mann
920,Patrick Bergin
1242,Matt Frewer
639432,Austin O'Brien
693531,Ely Pouget
176723,Kevin Conway
346003,Castulo Guerra
788340,Molly Shannon
1929,Josiane Balasko
721,Victoria Abril
1929,Josiane Balasko
149260,Alain Chabat
390458,Ticky Holgado
383153,Catherine Hiegel
759826,Catherine Samie
480027,Catherine Lachens
95574,Katrine Boorman
95579,Telsche Boorman
56765,Véronique Barrault
76888,Michèle Bernier
98395,Miguel Bosé
336620,F. Gary Gray
1084,Ice Cube
676,Chris Tucker
505,Nia Long
1474,Tommy 'Tiny' Lister
936762,John Witherspoon
395428,Anna Maria Horsford
5093,Regina King
5294,Paula Jai Parker
522324,Faizon Love
690770,DJ Pooh
575168,Angela Means
1790185,Tony Cox
1675,Robert Rodriguez
123,George Clooney
233,Quentin Tarantino
172,Harvey Keitel
496,Juliette Lewis
161,Salma Hayek
1507,Cheech Marin
1803,Danny Trejo
767741,Tom Savini
4365,Fred Williamson
662981,Michael Parks
768334,John Saxon
492909,Marc Lawrence
593,Kelly Preston
802617,Andrew Sipes
287,William Baldwin
340,Cindy Crawford
925,Steven Berkoff
1520,Christopher McDonald
762153,Miguel Sandoval
161,Salma Hayek
66023,John Bedford Lloyd
472762,Olek Krupa
531333,Marc Macaulay
205479,Sonny Carl Davis
535084,Frank Medrano
1230616,Paul Dillon
876,Noah Baumbach
357979,Josh Hamilton
332489,Samuel Gould
446070,Catherine Kellner
1882,Olivia d'Abo
194446,Peter Czernin
415070,Carlos Jacott
1177,Chris Eigeman
655,Eric Stoltz
731067,Eliza Roberts
5556,Jason Wiles
205,Parker Posey
1226733,Christopher Reed
876,Noah Baumbach
500988,Claude Lelouch
901,Jean-Paul Belmondo
99378,Michel Boujenah
553402,Alessandra Martines
500992,Salomé Lelouch
320760,Annie Girardot
529645,Philippe Léotard
194662,Clémentine Célarié
451828,Philippe Khorsand
390458,Ticky Holgado
749363,Rufus
544786,Jean Marais
696163,Micheline Presle
184781,Darry Cowl
325533,Michael Goldenberg
225,Christian Slater
524,Mary Stuart Masterson
781899,Pamela Adlon
982,Josh Brolin
19569,Mary Alice
186469,Kenneth Cranham
1824,Ally Walker
685771,Anne Pitoniak
355112,Michael Haley
868659,Gina Torres
851182,Nick Tate
240995,Christian Duguay
693,Peter Weller
1163,Roy Dupuis
748075,Jennifer Rubin
490774,Andrew Lauer
694052,Charles Edwin Powell
130711,Michael Caloz
321557,Liliana Komorowska
146767,Jason Cavalier
77686,Tom Berry
576,Sean Penn
197,Jack Nicholson
1556,David Morse
1378,Anjelica Huston
705,Robin Wright
1453,Piper Laurie
103073,Richard Bradford
55733,Priscilla Barnes
46412,David Baerwald
5371,Robbie Robertson
1698,John Savage
1863,Kari Wuhrer
808917,Kellita Smith
764781,Richard C. Sarafian
1270,Brian Gibson
193,Demi Moore
285,Alec Baldwin
330687,Joseph Gordon-Levitt
1254,James Gandolfini
1080,Lindsay Crouse
162,Anne Heche
516215,Tony Lo Bianco
176073,Michael Constantine
2023,Matt Craven
839881,Todd Susman
728346,Michael Rispoli
357084,Julie Halston
12376,Frank Adonis
184804,Matthew Cowles
1648515,Polly Adams
1219,Gary Fleder
4156567,Andy Garcia
515941,Christopher Lloyd
1235,William Forsythe
638056,Bill Nunn
1852,Treat Williams
912001,Jack Warden
114,Steve Buscemi
103,Fairuza Balk
270,Gabrielle Anwar
686,Christopher Walken
167850,Bill Cobbs
68382,Marshall Bell
687625,Glenn Plummer
823155,Don Stark
331296,Marleen Gorris
2168,Willeke van Ammelrooy
234579,Els Dottermans
342869,Dora van der Groen
887675,Veerle van Overloop
819418,Carolien Spoor
782040,Mil Seghers
213912,Jan Decleir
105984,Elsie de Brauw
333163,Marina de Graaf
854825,Catherine ten Bruggencate
351993,Philip Haas
753314,Mark Rylance
218,Kristin Scott Thomas
475,Patsy Kensit
447305,Jeremy Kemp
378112,Douglas Henshall
46183,Annette Badland
488271,Chris Larkin
557281,Anna Massey
631,Ridley Scott
313,Jeff Bridges
328751,Caroline Goodall
1698,John Savage
937932,Scott Wolf
5438,Jeremy Sisto
202,Ryan Phillippe
489476,David Lascher
170541,Eric Michael Cole
5189,Jason Marsden
782978,David Selby
411964,Zeljko Ivanek
1267,Balthazar Getty
256121,Ethan Embry
477129,Ken Kwapis
4517,Jason Alexander
1159,Faye Dunaway
5156,Eric Lloyd
391,Rupert Everett
607,Paul Reubens
60257,Jennifer Bassey
779399,Judith Scott
173680,Danny Comden
790715,Penelope Spheeris
394,Chris Farley
5450,David Spade
1513,Tim Matheson
2056,Christine Ebersole
997,Gary Busey
381416,Grant Heslov
137114,Timothy Carhart
569226,Bruce McGill
141824,Michael Patrick Carter
52103,Boyd Banks
7167,John Ashker
824,John Badham
136,Johnny Depp
153733,Courtney Chase
1165,Charles S. Dutton
686,Christopher Walken
5173,Roma Maffia
556850,Marsha Mason
5471,Peter Strauss
5349,Gloria Reuben
810488,Bill Smitrovich
819525,G.D. Spradlin
891485,Yul Vazquez
1241,Stephen Frears
210,Julia Roberts
518,John Malkovich
170552,George Cole
2091,Michael Gambon
335,Glenn Close
790688,Michael Sheen
302345,Bronagh Gallagher
60221,Linda Bassett
329094,Henry Goodman
1354,Ciarán Hinds
341632,Emma Griffiths Malin
1193156,David Ross
127,Wes Craven
552,Eddie Murphy
291,Angela Bassett
5300,Allen Payne
362429,Kadeem Hardison
936762,John Witherspoon
596310,Zakes Mokae
1026,Joanna Cassidy
6987,Jsu Garcia
114868,W. Earl Brown
1130,Ted Demme
369,Matt Dillon
1187,Noah Emmerich
1272,Annabeth Gish
452,Lauren Holly
459,Timothy Hutton
5280,Rosie O'Donnell
1611,Max Perlich
588,Martha Plimpton
204,Natalie Portman
1650,Michael Rapaport
227,Mira Sorvino
235,Uma Thurman
898546,Pruitt Taylor Vince
90321,Anne Bobby
109175,Richard Bright
247,John Woo
237,John Travolta
225,Christian Slater
526,Samantha Mathis
5148,Delroy Lindo
348409,Bob Gunton
1844,Frank Whaley
518989,Howie Long
193554,Vondie Curtis-Hall
860233,Jack Thompson
749490,Vyto Ruginis
869467,Shaun Toub
81827,Casey Biggs
440913,Mathieu Kassovitz
1993,Vincent Cassel
468003,Hubert Koundé
846548,Saïd Taghmaoui
315760,Abdel Ahmed Ghili
536095,Benoît Magimel
887,Harold Becker
199,Al Pacino
131,John Cusack
403,Bridget Fonda
732,Danny Aiello
1445,Martin Landau
1601,David Paymer
290047,Anthony Franciosa
771493,Richard Schiff
242026,Lindsay Duncan
785594,Nestor Serrano
935255,Mel Winkler
904967,Luna Lauren Velez
676654,Roberta Peters
27572,Wes Anderson
5561,Luke Wilson
5562,Owen Wilson
235684,Ned Dowd
288800,Shea Fowler
10861163,Andrew Wilson
4816,Lumi Cavazos
145309,Nick Castle
1122,Ellen DeGeneres
597,Bill Pullman
349,Joan Cusack
1777,Dean Stockwell
687506,Joan Plowright
515260,John Livingston
332587,Robert Goulet
204706,Hope Davis
377034,Brad William Henke
146356,Christine Cattell
925322,Peter White
1093,John Dahl
501,Ray Liotta
400,Linda Fiorentino
1075,Peter Coyote
1520,Christopher McDonald
1601,David Paymer
719705,Colleen Rennison
326,Kim Cattrall
750787,Stellina Rusich
167649,Kim Coates
423296,Suzy Joachim
762560,Garwin Sanford
240797,Dennis Dugan
1191,Adam Sandler
1520,Christopher McDonald
100866,Julie Bowen
62844,Frances Bay
1835,Carl Weathers
184445,Allen Covert
806912,Robert Smigel
1423,Richard Kiel
240797,Dennis Dugan
280886,Joe Flaherty
5265,Kevin Nealon
142,Clint Eastwood
142,Clint Eastwood
658,Meryl Streep
179960,Annie Corley
805789,Victor Slezak
371579,Jim Haynie
5008,Brian Henson
485298,David Lane
347,Tim Curry
175262,Billy Connolly
766837,Jennifer Saunders
84107,Kevin Bishop
324397,Dave Goelz
926209,Steve Whitmire
625456,Jerry Nelson
165159,Kevin Clash
57321,Bill Barretta
568,Frank Oz
154,Mel Gibson
732703,James Robinson
492566,Sean Lawlor
181920,James Cosmo
569336,Sean McGinley
828941,Gerda Stevenson
722661,Ralph Riach
130860,Mhairi Calvey
9696871,Brian Cox
1526,Patrick McGoohan
521,Sophie Marceau
82550,Stephen Billington
217,Martin Scorsese
7958,Diahnne Abbott
12524,Frank Adu
34519,Victor Argo
34082,Gino Ardito
102316,Peter Boyle
1900634,Albert Brooks
169902,Harry Cohn
134,Robert De Niro
225734,Brenda Dickson
149,Jodie Foster
5675483,Stanley Tong
329,Jackie Chan
611315,Anita Mui
948123,Françoise Yip
876603,Bill Tung
153610,Lauro David Chartrand-DelValle
4436755,Chris Franco
775447,Barbet Schroeder
658,Meryl Streep
553,Liam Neeson
411,Edward Furlong
919733,Julia Weldon
547,Alfred Molina
901926,Daniel von Bargen
1334,John Heard
5174,Ann Magnuson
284315,Alison Folland
435260,Kaiulani Lee
683978,Larry Pine
11741,Wesley Addy
743239,Benjamin Ross
36653,Tobias Arnold
790689,Ruth Sheen
516181,Roger Lloyd Pack
640560,Hugh O'Conor
170976,Charlotte Coleman
796830,Joost Siedhoff
589992,Frank Mills
769703,Eric Schaeffer
572,Sarah Jessica Parker
769703,Eric Schaeffer
1774,Ben Stiller
512,Elle Macpherson
714310,James Rebhorn
121559,Robert John Burke
861513,David Thornton
756083,Bill Sage
156940,Dominic Chianese
424060,Scarlett Johansson
8109205,Paul Greco
399737,Reginald Hudlin
552,Eddie Murphy
2101,Robin Givens
932,Halle Berry
4979,David Alan Grier
1454,Martin Lawrence
5063,Grace Jones
390305,Geoffrey Holder
457755,Eartha Kitt
1674,Chris Rock
132896,Tisha Campbell-Martin
5375,Lela Rochon
936762,John Witherspoon
855825,John Canada Terrell
413778,Leonard Jackson
939182,Kar-Wai Wong
510857,Brigitte Lin
504897,Tony Chiu-Wai Leung
910947,Faye Wong
437580,Takeshi Kaneshiro
159513,Valerie Chow
751102,David O. Russell
1774,Ben Stiller
99,Patricia Arquette
495,Téa Leoni
1546,Mary Tyler Moore
1719,George Segal
257,Alan Alda
5499,Lily Tomlin
420955,Richard Jenkins
982,Josh Brolin
922927,Celia Weston
280245,Glenn Fitzgerald
446314,David Patrick Kelly
634726,John Ford Noonan
3423,Peter MacDonald
725284,Jason James Richter
443139,Melody Kay
85312,Jack Black
278092,Carole Finn
93174,Ryan Bollman
428086,Freddie Jones
185107,Julie Cox
1440402,Nicole Parker
234235,Adrien Dorval
1243,William Friedkin
325,David Caruso
400,Linda Fiorentino
1590,Chazz Palminteri
1077,Richard Crenna
299,Michael Biehn
614220,Donna Murphy
5051392,Ken King
564697,Holt McCallany
402408,David Hunt
4904,Angie Everhart
1798,Kevin Tighe
859450,Robin Thomas
811446,Drew Snyder
911486,David S. Ward
1288,Kelsey Grammer
452,Lauren Holly
1705,Rob Schneider
1765,Harry Dean Stanton
1136,Bruce Dern
513,William H. Macy
132637,Ken Hudson Campbell
403947,Toby Huss
552222,Duane Martin
672103,Jonathan Penner
851348,Bradford Tatum
5558,Harland Williams
1800,Rip Torn
546275,Jordan Marder
816,Jon Avnet
602,Robert Redford
201,Michelle Pfeiffer
330,Stockard Channing
1505,Joe Mantegna
625075,Kate Nelligan
687625,Glenn Plummer
714310,James Rebhorn
117302,Scott Bryce
190441,Raymond Cruz
679410,Dedee Pfeiffer
762153,Miguel Sandoval
932244,Noble Willingham
439170,James Karen
548498,Brian Markinson
489644,Michael Laskin
1643802,Mike Nichols
245,Robin Williams
432,Gene Hackman
1447,Nathan Lane
1848,Dianne Wiest
1246,Dan Futterman
1222,Calista Flockhart
279,Hank Azaria
4724,Christine Baranski
10764841,Tom McGowan
381416,Grant Heslov
881,Michael Bay
102288,Lisa Boyle
848075,Michael Taliferro
944687,Emmanuel Xuereb
1409,Tchéky Karyo
531333,Marc Macaulay
400606,Frank John Hughes
457048,Mike Kirton
1454,Martin Lawrence
810337,Will Smith
5337,Theresa Randle
436284,Scott Kalvert
138,Leonardo DiCaprio
966,Lorraine Bracco
812427,Marilyn Sokol
534944,James Madio
569011,Patrick McGaw
242,Mark Wahlberg
665114,Vincent Pastore
456124,Bruno Kirby
300040,Alexander Chaplin
609215,Josh Mostel
496,Juliette Lewis
1325,Hal Hartley
1376,Isabelle Huppert
233027,Martin Donovan
530581,Elina Löwensohn
949433,Damian Young
800453,Dave Simonds
319826,Erica Gimpel
18777,Terry Alexander
564697,Holt McCallany
408284,Michael Imperioli
127485,Angel Caban
944687,Emmanuel Xuereb
165,Ron Howard
158,Tom Hanks
200,Bill Paxton
102,Kevin Bacon
