movieID,title,year,description,ratings_sum,review_count
113845.0,Money Train,1995,"A vengeful New York City transit cop decides to steal a trainload of subway fares. His foster brother, a fellow cop, tries to protect him.",59.0,25.0
113161.0,Get Shorty,1995,"A mobster travels to Hollywood to collect a debt, and discovers that the movie business is much the same as his current job.",74.5,25.0
112722.0,Copycat,1995,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,70.5,25.0
112401.0,Assassins,1995,Professional hit-man Robert Rath wants to fulfill a few more contracts before retiring but unscrupulous ambitious newcomer hit-man Miguel Bain keeps killing Rath's targets.,67.5,25.0
114168.0,Powder,1995,An off the charts genius who is home schooled and shunned after his last relative dies shows the unconscious residents of his town about connection awareness and the generosity of the spirit.,68.5,25.0
113627.0,Leaving Las Vegas,1995,"Ben Sanderson, a Hollywood screenwriter who lost everything because of his alcoholism, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",88.5,25.0
114057.0,Othello,1995,"The Moorish General Othello is manipulated into thinking that his new wife Desdemona has been carrying on an affair with his Lieutenant Michael Cassio, when in reality, it is all part of the scheme of a bitter Ensign named Iago.",62.0,21.0
114011.0,Now and Then,1995,Four 12-year-old girls grow up together during an eventful small-town summer in 1970.,61.0,25.0
112682.0,"City of Lost Children, The", ,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",84.5,25.0
115012.0,Shanghai Triad, ,A provincial boy related to a Shanghai crime family is recruited by his uncle into cosmopolitan Shanghai in the 1930s to be a servant to a ganglord's mistress.,86.0,24.0
112792.0,Dangerous Minds,1995,An ex-Marine turned teacher struggles to connect with her students in an inner city school.,84.0,25.0
114746.0,Twelve Monkeys, ,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",111.5,25.0
112431.0,Babe,1995,"Babe, a pig raised by sheepdogs, learns to herd sheep with a little help from Farmer Hoggett.",87.5,25.0
112637.0,Carrington,1995,The platonic relationship between artist Dora Carrington (Dame Emma Thompson) and writer Lytton Strachey (Jonathan Pryce) in the early twentieth century.,60.5,23.0
112818.0,Dead Man Walking,1995,"A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families.",87.5,25.0
112697.0,Clueless,1995,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.",87.0,25.0
114279.0,Richard III,1995,The classic Shakespearean play about the murderously scheming 15th-century king is reimagined in an alternative setting of 1930s England as clouds of fascism gather.,88.5,25.0
112819.0,Dead Presidents,1995,"A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed.",70.5,25.0
114272.0,Restoration,1995,"The exiled royal physician to King Charles II devotes himself to helping Londoners suffering from the plague, and in the process falls in love with an equally poor woman.",75.5,25.0
113855.0,Mortal Kombat,1995,Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.,57.5,25.0
114681.0,To Die For,1995,A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.,82.0,25.0
113347.0,How to Make an American Quilt,1995,Bride-to-be Finn Dodd hears tales of romance and sorrow from her elders as they construct a quilt.,64.5,25.0
114369.0,Seven, ,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",105.0,25.0
114148.0,Pocahontas,1995,An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,66.0,25.0
114814.0,"Usual Suspects, The",1995,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",103.0,25.0
113819.0,Mighty Aphrodite,1995,"When he discovers his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother: a ditzy porn star and prostitute.",79.0,25.0
112499.0,"Big Green, The",1995,"A teacher on exchange from England is placed in an underachieving Texan school, where she coaches the children in soccer, improving their self esteem and leading to unexpected success.",28.0,15.0
113321.0,Home for the Holidays,1995,"After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her family.",76.0,25.0
110877.0,"Postman, The", ,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",92.5,25.0
113419.0,"Indian in the Cupboard, The",1995,"Omri, a young boy growing up in Brooklyn, receives an odd variety of presents for his birthday: a wooden cabinet from his older brother, a set of antique keys from his mother and a tiny plastic model of an Indian from his best friend Patrick.",76.0,25.0
116260.0,Eye for an Eye,1996,"When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.",63.5,25.0
113862.0,Mr. Holland's Opus,1995,A frustrated composer finds fulfillment as a high school music teacher.,82.5,25.0
116126.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,"A parody of several U.S. films about being in the 'Hood', for instance",50.5,25.0
118002.0,Two if by Sea,1996,A couple steals a Matisse painting on contract. They manage to escape the police. The sale takes place 4 days later on an island. Things don't go as planned.,56.0,25.0
115683.0,Bio-Dome,1996,"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",43.0,25.0
116839.0,Lawnmower Man 2: Beyond Cyberspace,1996,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and ...",29.0,18.0
113149.0,French Twist, ,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",44.0,16.0
113118.0,Friday,1995,"Two homies, Smokey and Craig Jones, smoke a dope dealer's weed and try to figure a way to get the two hundred dollars they owe to the dealer by 10 p.m. that same night.",75.5,25.0
116367.0,From Dusk Till Dawn,1996,"Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.",75.5,25.0
113010.0,Fair Game,1995,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her.",47.5,25.0
113537.0,Kicking and Screaming,1995,"A bunch of guys hang around their college for months after graduation, continuing a life much like the one before graduation.",75.5,25.0
113828.0,"Misérables, Les",1995,A variation on Victor Hugo's classic novel by means of the story of a man whose life is affected by and somewhat duplicated by the Hugo story of the beleaguered Jean Valjean.,63.0,19.0
115644.0,Bed of Roses,1996,"Romantic drama about a young career girl who is swept off her feet by a shy florist, who fell in love with her after one glimpse through a shadowy window.",69.0,25.0
114367.0,Screamers,1995,"A military commander stationed off planet during an interplanetary war travels through the devastated landscape to negotiate a peace treaty, but discovers that the primitive robots they built to kill enemy combatants have gained sentience.",66.5,25.0
112744.0,"Crossing Guard, The",1995,Freddy Gale is a seedy jeweller who has sworn to kill the drunk driver who killed his little girl.,77.0,25.0
116731.0,"Juror, The",1996,A juror in a Mafia trial is forced to convince the other jurors to vote not guilty by an obsessive mob enforcer.,56.0,25.0
114660.0,Things to Do in Denver When You're Dead,1995,Five different criminals face imminent death after botching a job quite badly.,67.0,25.0
112379.0,Antonia's Line, ,"A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive.",71.5,25.0
112365.0,Angels and Insects,1995,In the 1800s a naturalist marries into a family of British country gentry.,73.5,25.0
118158.0,White Squall,1996,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,79.0,25.0
116151.0,Dunston Checks In,1996,A young boy befriends a larcenous orangutan in a luxury hotel.,42.0,24.0
115697.0,Black Sheep,1996,A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.,51.0,25.0
113972.0,Nick of Time,1995,"An unimpressive, everyday man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",72.0,25.0
117002.0,Mary Reilly,1996,"A housemaid falls in love with Dr. Henry Jekyll and his darkly mysterious counterpart, Mr. Edward Hyde.",46.0,25.0
114825.0,Vampire in Brooklyn,1995,"A ship sails into Brooklyn with all its crew dead. But something gets off and the killing continues on land. The vampire is looking for a specific woman - half-human, half-vampire. Rita's the cop detective investigating the many killings.",48.5,25.0
115639.0,Beautiful Girls,1996,A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,85.5,25.0
115759.0,Broken Arrow,1996,Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,62.5,25.0
113247.0,Hate, ,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,90.0,25.0
115907.0,City Hall,1996,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",73.0,25.0
115734.0,Bottle Rocket,1996,Three friends plan to pull off a simple robbery and go on the run.,73.0,25.0
117102.0,Mr. Wrong,1996,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll and Hyde true nature.",47.0,25.0
118040.0,Unforgettable,1996,"A medical examiner, who was suspected of murdering his wife, is trying an experimental drug to retrieve his wife's and others' memory and maybe find the killer and the mass murderer in a related present case.",60.5,25.0
116483.0,Happy Gilmore,1996,A rejected hockey player puts his skills to the golf course to save his grandmother's house.,68.5,25.0
112579.0,"Bridges of Madison County, The",1995,Photographer Robert Kincaid (,74.5,25.0
117110.0,Muppet Treasure Island,1996,The Muppets' twist on the classic tale.,66.0,25.0
112573.0,Braveheart,1995,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,100.5,25.0
75314.0,Taxi Driver,1976,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",109.5,25.0
113326.0,Rumble in the Bronx, ,A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.,74.5,25.0
115645.0,Before and After,1996,Two parents deal with the effects when their son is accused of murdering his girlfriend.,68.5,25.0
115033.0,"Young Poisoner's Handbook, The",1995,"This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes ...",60.5,19.0
116606.0,If Lucy Fell,1996,"Two NYC roomies have a pact to jump off Brooklyn Bridge, if they haven't found life partners before she's 30. That's less than a month away.",37.5,21.0
103859.0,Boomerang,1992,A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.,62.5,25.0
109424.0,Chungking Express, ,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.",83.0,25.0
116324.0,Flirting With Disaster,1996,"A young man, his wife, and his incompetent case worker travel across country to find his birth parents.",85.0,25.0
110647.0,"NeverEnding Story III, The",1994,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,19.5,13.0
113451.0,Jade,1995,"A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves.",50.0,25.0
116130.0,Down Periscope,1996,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days.",72.5,25.0
118055.0,Up Close and Personal,1996,"An ambitious young woman, determined to build a career in television journalism, gets good advice from her first boss, and they fall in love.",62.5,25.0
115685.0,"Birdcage, The",1996,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.,84.5,25.0
112442.0,Bad Boys,1995,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,82.0,25.0
112461.0,"Basketball Diaries, The",1995,A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.,94.0,25.0
109093.0,Amateur,1994,"An amnesiac wakes up on an NYC alley. He meets Isabelle, an ex nun now erotic writer, at a diner and follows her home. She helps him find his identity. Then there's Sofia, the porn star.",59.5,20.0
112384.0,Apollo 13,1995,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,81.5,25.0
114287.0,Rob Roy,1995,"In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite.",77.5,25.0
112462.0,Batman Forever,1995,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",61.0,25.0
61395.0,Beauty of the Day, ,A frigid young housewife decides to spend her midweek afternoons as a prostitute.,91.5,25.0
112495.0,Beyond Rangoon,1995,"Laura is trying to pick up the pieces of her life after the murder of her husband and son, and goes on vacation with her sister to Burma. After losing her passport at a political rally, she...",64.5,22.0
112541.0,Blue in the Face,1995,"Brooklyn Cigar Store is a neighborhood hangout in Brooklyn with Auggie Wren/H.Keitel as center. Some people are interviewed about Brooklyn, spiced up with statistics on Brooklyn.",64.0,23.0
109370.0,Canadian Bacon,1995,"The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war against Canada.",59.5,25.0
112642.0,Casper,1995,An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.,63.0,25.0
112688.0,Clockers,1995,"Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them.",78.5,25.0
112715.0,Congo,1995,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",63.0,25.0
112740.0,Crimson Tide,1995,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger happy Captain from launching his missiles before confirming his orders to do so.",85.5,25.0
112851.0,Desperado,1995,Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.,74.5,25.0
112857.0,Devil in a Blue Dress,1995,"An African-American man is hired to find a woman, and gets mixed up in a murderous political scandal.",83.5,25.0
112864.0,Die Hard: With a Vengeance,1995,"John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building.",86.5,25.0
113071.0,First Knight,1995,"Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.",62.5,25.0
113114.0,Free Willy 2: The Adventure Home,1995,Teenager Jesse becomes reunited with Willy two years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.,31.0,23.0
113243.0,Hackers,1995,Hackers are blamed for making a virus that will capsize five oil tankers.,69.5,25.0
113464.0,Jeffrey,1995,"Jeffrey, a young gay man in New York, decides that sex is too much and decides to become celibate. He immediately meets the man of his dreams and must decide whether or not love is worth ...",63.0,23.0
113481.0,Johnny Mnemonic,1995,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.",65.5,25.0
113492.0,Judge Dredd,1995,"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart.",57.0,25.0
113540.0,Kids,1995,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.",70.0,25.0
113677.0,Living in Oblivion,1995,This ultimate tribute to all independent filmmakers takes place during one day on the set of a non-budget movie.,81.5,25.0
113690.0,Lord of Illusions,1995,"A private detective gets more that he bargains for when he encounters Philip Swan, a performer whose amazing illusions captive the world, but they are not really what everyone thinks.",69.0,25.0
113729.0,Mad Love,1995,The wild and sexy story of two passionate young people who take to the road for the incredible adventure of their lives.,51.5,25.0
113749.0,Mallrats,1995,"Both dumped by their girlfriends, two best friends seek refuge in the local mall.",70.0,25.0
113820.0,Mighty Morphin Power Rangers: The Movie,1995,"A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea.",38.0,25.0
113957.0,"Net, The",1995,"A computer programmer stumbles upon a conspiracy, putting her life and the lives of those around her in great danger.",70.0,25.0
113986.0,Nine Months,1995,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",61.5,25.0
114194.0,"Prophecy, The",1995,"The archangel, Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest-turned-cop, a teacher and a little girl can stop him.",49.5,25.0
114323.0,Safe,1995,An affluent and unexceptional homemaker in the suburbs develops multiple chemical sensitivity.,83.5,25.0
114345.0,"Scarlet Letter, The",1995,An affair between a young woman and a pastor has disastrous consequences.,54.5,25.0
114436.0,Showgirls,1995,"Nomi, a young drifter, arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become the top of the Vegas showgirls.",71.5,25.0
114478.0,Smoke,1995,"A Brooklyn smoke shop is the center of neighborhood activity, and the stories of its customers.",82.0,25.0
114496.0,Something to Talk About,1995,A woman's world is rocked when she discovers her husband is cheating on her.,62.5,25.0
114508.0,Species,1995,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.,50.0,25.0
114558.0,Strange Days,1995,A former cop turned street-hustler accidentally uncovers a conspiracy in Los Angeles in 1999.,82.5,25.0
58450.0,"Umbrellas of Cherbourg, The", ,A young woman separated from her lover by war faces a life-altering decision.,87.5,25.0
114682.0,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,"Three drag queens travel cross-country until their car breaks down, leaving them stranded in a small town.",60.5,25.0
114781.0,Under Siege 2: Dark Territory,1995,"Casey Ryback hops on a Colorado to LA train to start a vacation with his niece. Early into the trip, terrorists board the train and use it as a mobile HQ to hijack a top secret destructive US satellite.",69.5,25.0
114798.0,Unstrung Heroes,1995,"Steven Lidz, unhappy with his home life since his mother got sick, goes and lives with his two crazy Uncles. There he changes and gets closer to his Uncles, but his parents want him home ...",58.5,18.0
114887.0,"Walk in the Clouds, A",1995,A married soldier returning from World War II poses as a pregnant woman's husband to save her from her father's anger and honor.,64.5,25.0
114898.0,Waterworld,1995,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",63.0,25.0
111579.0,Burnt by the Sun, ,"In the Soviet Union in 1936, shadow of Stalin's repressions lie on a famous revolution hero. The accusations of being him a foreign spy are nonsense, and all known that, but a slow process of his life's downfall is already running.",88.0,25.0
112471.0,Before Sunrise,1995,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",81.5,25.0
112508.0,Billy Madison,1995,"In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again.",69.5,25.0
112438.0,"Babysitter, The",1995,A teenage babysitter is the focus of two boys and a man's separate obsessions.,54.5,25.0
112571.0,Boys on the Side,1995,"Robin shares a ride in her car with Jane from New York to Los Angeles. They stop at Jane's friend Holly's place in Pittsburgh and take her with them west, making a long stop in Tucson. The three very different women become close friends.",68.0,25.0
112679.0,Circle of Friends,1995,"3 women, who've been friends since kids, meet at university in Dublin in 1957. Student and boyfriend life begins.",74.0,25.0
109445.0,Clerks,1994,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",93.5,25.0
112883.0,Don Juan DeMarco,1995,"A psychiatrist must cure a young patient that presents himself as Don Juan, the greatest lover in the world.",77.5,25.0
109635.0,Disclosure,1994,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",73.5,25.0
109676.0,Drop Zone,1994,A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.,49.0,25.0
109579.0,Death and the Maiden,1994,A political activist is convinced that her guest is a man who once tortured her for the government.,89.5,25.0
109642.0,Dolores Claiborne,1995,A big-city reporter travels to the small town where her mother has been arrested for the murder of an elderly woman that she works for as a maid.,79.5,25.0
109686.0,Dumb & Dumber, ,"After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it.",84.0,25.0
111797.0,Eat Drink Man Woman, ,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.,95.5,25.0
109759.0,Exotica,1994,"A man plagued by neuroses frequents the club Exotica in an attempt to find solace, but even there his past is never far away.",76.0,25.0
109758.0,Exit to Eden,1994,"Elliot heads for the sexual fantasy island, Eden. He takes some photos of diamond smugglers. They and undercover cops want the photos and follow him to Eden.",39.0,25.0
109707.0,Ed Wood,1994,Ambitious but troubled movie director,91.5,25.0
113117.0,French Kiss,1995,"A woman flies to France to confront her straying fiancee, but gets into trouble when the charming crook seated next to her uses her for smuggling.",72.0,25.0
113097.0,Forget Paris,1995,"Mickey, an NBA referee, meets Ellen, an American airline official, in Paris. It develops into a relationship of ups and downs.",70.5,25.0
113198.0,"Goofy Movie, A",1995,"When Max makes a preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy.",56.0,25.0
109771.0,Farinelli: il castrato,1994,"The story of castrato opera singer Carlo Broschi, who enthralled 18th century European audiences under his stage name Farinelli, comes to life in this drama of high notes and even higher passions.",39.5,12.0
110005.0,Heavenly Creatures,1994,"Two teenage girls share a unique bond; their parents, concerned that the friendship is too intense, separate them, and the girls take revenge.",86.0,25.0
110066.0,Houseguest,1994,"In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb.",54.0,25.0
110116.0,Immortal Beloved,1994,"The life and death of the legendary Ludwig van Beethoven. Besides all the work he is known for, the composer once wrote a famous love letter to a nameless beloved, and the movie tries to ...",86.0,25.0
110006.0,Heavyweights, ,"Plump kids are lured into joining a posh fat camp with the promise of quick weight loss and good times, only to find that the facility is a woodland hellhole run by a psycho ex-fitness instructor.",48.5,21.0
110099.0,I.Q.,1994,"A mechanic romances the mathematician niece of physicist Albert Einstein, with help from him and his friends.",81.0,25.0
110148.0,Interview with the Vampire: The Vampire Chronicles,1994,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger.",86.0,25.0
110189.0,"Jerky Boys, The",1995,"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't...",21.5,12.0
110216.0,Junior,1994,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",60.0,25.0
113501.0,Just Cause,1995,A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.,73.0,25.0
113538.0,"Kid in King Arthur's Court, A",1995,A Little League player is sent back into medieval times where he is given the task of saving Camelot.,30.5,17.0
113552.0,Kiss of Death,1995,A reformed convict goes undercover with the help of an angry detective to ensnare a psychotic mobster.,62.0,25.0
76759.0,Star Wars: Episode IV - A New Hope,1977,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",116.5,25.0
110367.0,Little Women,1994,The March sisters live and grow in post-Civil War America.,79.0,25.0
113670.0,"Little Princess, A",1995,A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,87.0,25.0
103994.0,Like Water for Chocolate, ,"When tradition prevents her from marrying the man she loves, a young woman discovers she has a unique talent for cooking.",85.5,25.0
110322.0,Legends of the Fall,1994,"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.",76.0,25.0
110443.0,Major Payne,1995,A recently discharged Major finds himself commanding a group of mismatched Cadets.,51.5,25.0
110391.0,Love Affair,1994,"Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. Both engaged to others, they become romantic on board the ship sent to take ...",40.0,17.0
113691.0,Losing Isaiah,1995,"The biological and adoptive mothers of a young boy are involved in a bitter, controversial custody battle.",67.5,23.0
110428.0,"Madness of King George, The",1994,"When King George III goes mad, his Lieutenants try to adjust the rules to run the country without his participation.",83.5,25.0
109836.0,Mary Shelley's Frankenstein, ,"When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge.",72.5,25.0
113755.0,Man of the House,1995,"A young boy refuses to accept his mother's new boyfriend, a lawyer, despite the man's attempts to win his respect. Meanwhile, disgruntled relative of a criminal he prosecuted seek revenge.",33.0,20.0
110538.0,Mixed Nuts,1994,The events focus around a crisis hotline business on one crazy night during the Christmas holidays.,53.5,25.0
110516.0,Milk Money,1994,"A group of young boys befriend a prostitute named, V.",59.0,25.0
110527.0,Miracle on 34th Street,1994,A lawyer and a little girl must prove that a man claiming to be Santa Claus is the real thing.,70.0,25.0
113808.0,Miami Rhapsody,1995,"Gwyn begins doubting her ""yes"" to Matt's wedding proposal, when she hears about her parents' and brother's adultery.",48.5,21.0
113870.0,Murder in the First,1995,An eager and idealistic young attorney defends an Alcatraz prisoner accused of murdering a fellow inmate. The extenuating circumstances: his client had just spent over three years in solitary confinement.,85.0,25.0
